Site,Year,Month,TotalPAR_mean,TotalPAR_SE,Temp_mean,Temp_SE,Flow_mean,Flow_SE,Depth_mean,Depth_SE,Solar_mean,Solar_SE,mean_clouds,mean_MO_par,pHmean
LTER 1,2007,January,25.032915834562164,2.1784973743574456,28.018768368385345,0.018954130124593536,0.27205550520733035,0.003247526354326943,2.1707643723120866,0.018146974737581093,0.13161112692655602,0.020196782073074068,0.527789176,41.9741,NA
LTER 1,2008,June,28.58075177714885,2.217053208852122,28.230122510649974,0.012851625500582595,0.09139307156712048,0.0024913805328075724,2.136881848375055,0.004865027602186738,0.1679391871950923,0.034431283213041695,0.324104041,40.0591,NA
LTER 1,2009,January,36.36900018950088,3.3950056670632094,29.306189165785216,0.01013893227034556,0.15655756284238065,0.0019518025532450918,1.1156591391368098,0.010411095565417978,0.3373058215426077,0.04975759882817866,0.525557995,49.9773,NA
LTER 1,2009,June,30.968102738156425,0.9251085647462373,28.443043720335183,0.010067225260623732,0.08757940168221656,0.002665795296136576,1.9654498427339553,0.008388428662455413,0.2365755921177564,0.032051132607255464,0.25724569,38.2335,NA
LTER 1,2010,January,24.851020532564014,2.609382024713873,29.286274694751114,0.01594276734095949,0.2410852944053208,0.0030255434928362344,2.0189218179447055,0.01647832734752817,0.18877549533799534,0.05200634410259512,0.582561553,47.4908,NA
LTER 1,2011,June,22.09677476862298,1.2889031038143028,27.218213158699182,0.007021085062444337,0.09559934611161026,0.001645519329386297,1.5923833607866626,0.005311352041739311,NA,NA,0.474235833,35.6676,NA
LTER 1,2012,January,37.881643875232406,0.41574629035111255,27.906706062443142,0.0321948509792255,0.14178364512471656,0.002137027109021314,1.6198084102688695,0.006286821558058021,0.31325549973769246,0.012677824345983442,0.493057579,49.6996,NA
LTER 1,2012,June,24.260750770865805,1.028652267296685,27.916194372024528,0.020694780401433688,0.11175726155045351,0.002815555467548358,2.128090384070295,0.004427900193164678,0.14269472089828236,0.017199295477472256,0.325658381,38.7161,NA
LTER 1,2013,June,28.765655420665173,0.2969764161284254,28.236165287561725,0.01647189098966499,0.09185108004240657,0.002758698669599247,1.5066045531849104,0.007478660798361974,NA,NA,0.289169431,40.2901,NA
LTER 1,2014,January,44.55023780969823,1.184259549265695,28.56196728503732,0.013186870030536557,0.1593698974676576,0.01018591392807287,1.47428732567208,0.026603401720392886,0.2739141321402764,0.022330604736919158,0.365768224,51.9311,NA
LTER 1,2014,June,28.630753774120173,0.9898765510844021,27.874360886290134,0.026257085313412643,0.08105417777777778,0.0028336306320102247,1.528556888888889,0.010410188061402443,0.18497306957145732,0.024124335948308605,0.241279215,39.342,NA
LTER 1,2015,January,21.821434549147238,1.8566114561822575,29.031245008485577,0.05296015433705059,0.2324570137017071,0.0074050708520064824,1.632476399495857,0.03245490884638621,0.10968975710042926,0.0241832563821274,0.612759829,53.5581,NA
LTER 1,2015,June,27.678827298080233,0.36472824249667857,28.451628684807254,0.015017521380744669,0.08954022108843537,0.0017085520052496828,1.5418049886621314,0.0035420677756830966,0.18185062358276644,0.007060217408169639,0.194503859,37.1419,8.085961574074075
LTER 1,2016,June,16.025525888363497,1.4332055958036987,28.579189750220078,0.012340862531968784,0.08086794748844138,6.057784818024929e-4,1.696758012598855,0.005224475048668468,0.05411399153508791,0.014404145339168626,0.447191477,31.4077,NA
LTER 1,2017,January,26.557947879521063,1.4680471929913326,29.764343495563004,0.022321587190218563,0.21192103880926697,0.01042966091346642,2.257359054746494,0.0388249317861163,0.16021628460985257,0.02317598154545582,0.559830785,49.6179,NA
LTER 1,2019,January,27.936317590359064,1.772646052289749,29.336983444235297,0.014459187405792353,0.25990350827121145,0.009838926578009303,3.092603621035861,0.011803922847680474,0.029374231033837486,0.003372024991510376,0.577068031,51.1099,NA
LTER 1,2019,June,20.751751565672052,1.2548019991408006,28.62917807208535,0.02186564093560168,0.12537470724925465,0.0033395215778143643,2.15413295202436,0.005819021727076551,0.09550065939797338,0.013135355193947908,0.352486491,35.4764,8.065195833333334
LTER 1,2020,January,26.224864786547077,1.7624204366884053,28.238998761174606,0.023623196343963638,0.12371901688843495,0.002033768632436425,2.0682995050603084,0.0036044988088467585,0.1988124643729837,0.0360431001520316,0.447198391,56.1797,NA
LTER 1,2021,June,11.808712444908922,1.1460327067256666,28.377168927981618,0.043982175870540596,0.08709262463618812,0.003914019295035417,2.203694983122378,0.007792853938245374,0.03699342529905884,0.007894746937395144,0.33822462,38.0053,NA
LTER 1,2022,January,28.227853745896688,0.10545239127497735,27.962605396338546,0.0698343200166359,0.1882444057443119,0.002704335220468788,2.3165050924104373,0.019874395533268394,0.3049557093269846,0.07303511738739586,0.299851984,53.2884,NA
LTER 1,2022,June,17.775356776427813,0.1658007103178703,28.279970651427025,0.004006186220731452,0.12310836403211603,2.232138771429145e-4,2.2408764812078266,0.0015966693177147401,0.10682195640876686,0.00456384666489387,0.26715222,39.1055,NA
LTER 1,2023,January,12.109661899299466,1.4366421863639431,28.150379753227924,0.06882608716795575,0.18204842770376573,0.002159646723288883,2.2155081971987816,0.01606770688252282,0.14531329307007357,0.03226014166259147,0.487222105,49.6823,NA
LTER 1,2023,June,13.516667026159586,0.5370175246529426,28.817286512417066,0.008562238196456016,0.10132369438581647,0.0033233464763780135,2.164161744788791,0.003015259847736774,0,0,0.398527056,37.6303,NA
LTER 1,2024,January,19.88161532929829,0.7471714808070022,28.659739472383333,0.02551112090069057,0.16113406594,0.004207133345800418,2.1712672048283332,0.007144294994695233,0,0,0.55470258,45.1477,NA
LTER 1,2024,June,12.7648653678654,0.1896042890525402,28.2501434025,0.008217786966073393,0.08854501193055556,0.0031863826162828526,2.1368639121944444,0.006864515392333703,0,0,0.29379051900000003,37.9484,NA
LTER 2,2009,January,46.59332916258646,4.237113876816729,28.989570131683287,0.01159778448583943,0.14398158983235576,0.003005335072531366,1.5618713556577035,0.011642012422268352,0.2637154505551028,0.05921043822585803,0.525557995,49.9773,NA
LTER 2,2009,June,33.67556806175706,0.9253912700868764,28.13950790011347,0.018444667345435668,0.10516954133148987,0.0029827367621603888,1.5971974348500084,0.006847102684878581,0.18056789621141567,0.02516854524594678,0.25724569,38.2335,NA
LTER 2,2010,January,34.114351111593194,2.8774229506037705,28.95216340344726,0.017511865902154856,0.20749961570205303,4.5422550534974983e-4,1.5902058379758588,0.01134172170386567,0.1902224112310044,0.04904821305056891,0.582561553,47.4908,NA
LTER 2,2011,June,28.769065193578,1.1772920516523604,27.19135653962785,0.010545024775363192,0.07997190589993271,0.001696038655556983,1.3855253167923447,0.00393749083317041,NA,NA,0.329137236,35.6205,NA
LTER 2,2012,June,23.7226746762025,0.9184911144656684,28.038994832092946,0.02045634111490092,0.11087736505966707,0.0027693419778580712,1.4183331045677898,0.003668693667363231,0.14274236425339368,0.017202412698428995,0.325658381,38.7161,NA
LTER 2,2013,January,23.671269748000917,1.9840920288217376,28.061762426673248,0.017945811767092458,0.21766761982570804,0.007070234664926165,1.4086110011312216,0.014908471880316253,0.14091758006205873,0.03127812109071843,0.645223737,46.4243,NA
LTER 2,2013,June,33.63405126658634,0.5123790941771834,27.94684097526444,0.021190529599618913,0.0696510993927219,8.059604576043752e-4,1.2660722152950956,0.0036882335225877647,0.17312623472008584,0.009577483945350419,0.186339036,36.7455,NA
LTER 2,2014,January,41.2531034987821,0.9001766727188325,28.40727799872133,0.03489655548258936,0.21408480041541397,0.0034596291396217734,1.3538484607862153,0.015210010131331636,0.21039421592820404,0.013050722300834925,0.365768224,51.9311,NA
LTER 2,2014,June,30.43346231596039,0.49617696284403545,27.685643175230112,0.013864222363688844,0.09583263452588714,0.0015025894651894182,1.3592865183246075,0.0011849128129467995,0.17814907218353057,0.006552526881186999,0.261286467,33.552,NA
LTER 2,2015,January,47.285212276049826,5.4118134964535685,28.724923326538548,0.1018032777123396,0.23074204201842238,0.0036825747245313677,1.519320064932795,0.007406433688125471,0.254695155165784,0.058136436210484685,0.612759829,53.5581,NA
LTER 2,2015,June,25.763418792509672,0.5840901262778327,28.27644496204279,0.00867692132892892,0.10257535369220153,0.003081738824110221,1.4771161145617666,0.008718616024293814,0.15408587819185646,0.011252601859403629,0.206073359,36.9756,8.085961574074075
LTER 2,2016,June,24.18610767674873,1.8856273689539171,28.687288008107434,0.012168269445538395,0.10383241109732015,0.0012579596617888857,1.6418100397667987,0.00594410148839225,0.09915896203857892,0.02419891334145852,0.447191477,31.4077,NA
LTER 2,2019,January,44.49814686286299,0.9886056841623935,29.702659983928847,0.016065017888918818,0.24817467980368632,0.001368421961654776,2.1525829431561783,0.016627319321763936,0.011152747231578716,5.958742565982643e-4,0.577068031,51.1099,NA
LTER 2,2020,January,33.582380176362946,0.7492742645579776,29.027561184042145,0.036964918547363855,0.18757822573669336,0.004036865853325398,1.9762393508375264,0.015733217418163605,0.21719118806680376,0.013204537694130653,0.447198391,56.1797,NA
LTER 2,2021,June,15.63776185114784,0.2982569703045214,28.143920028832103,0.006221074140375147,0.09710476951930344,0.0018975371327417357,2.1424133603898077,0.006900213149054382,0.039181229377890446,0.005444518094931419,0.40748176,33.8045,NA
LTER 2,2022,January,28.227853745896688,0.10545239127497735,28.579391821233752,0.006214367388021411,0.19695178179104267,6.766211377330896e-4,2.2163094810863226,0.0041475206025862734,0.3049557093269846,0.07303511738739586,0.299851984,53.2884,NA
LTER 2,2022,June,17.775356776427813,0.1658007103178703,28.2803088955845,0.003020265634324271,0.11733500413056587,7.968841626955338e-4,2.1584779520385666,0.004564405385984638,0.10682195640876686,0.00456384666489387,0.26715222,39.1055,NA
LTER 2,2023,June,13.349038930472362,0.2374880346409708,28.825583181841786,0.021829106860291894,0.11187833625222092,0.0025956251879792856,2.0768662637394524,0.004747372249045721,0,0,0.398527056,37.6303,NA
